Logan 4.4.0
rawFileName="C:\Documents and Settings\All Users\Documents\Catapult Innovations\Logan Plus\StewartP 2515 201005011354.raw"
From=0:00.0, To=2:54:28.8
Date=01May2010
Time=13:54
Athlete=StewartP
EventDescription=Vs crows
Time, #sats, Dist(dgps), Smooth Vel., 
, , , 
0:00.01, 0, 0.000, 0.802, .., ----, ----, 
0:00.87, 0, 0.000, 0.000, .., ----, ----, 
0:01.87, 0, 0.000, 0.000, .., ----, ----, 
0:02.88, 0, 0.000, 0.000, .., ----, ----, 
0:03.88, 0, 0.000, 0.000, .., ----, ----, 
0:04.88, 0, 0.000, 0.000, .., ----, ----, 
0:05.88, 0, 0.000, 0.000, .., ----, ----, 
0:06.88, 0, 0.000, 0.000, .., ----, ----, 
0:07.88, 0, 0.000, 0.000, .., ----, ----, 
0:08.88, 0, 0.000, 0.000, .., ----, ----, 
0:09.88, 0, 0.000, 0.000, .., ----, ----, 
0:10.88, 0, 0.000, 0.000, .., ----, ----, 
0:11.89, 0, 0.000, 0.000, .., ----, ----, 
0:12.89, 0, 0.000, 0.000, .., ----, ----, 
0:13.89, 0, 0.000, 0.000, .., ----, ----, 
0:14.89, 0, 0.000, 0.000, .., ----, ----, 
0:15.89, 0, 0.000, 0.000, .., ----, ----, 
0:16.89, 0, 0.000, 0.000, .., ----, ----, 
0:17.89, 0, 0.000, 0.000, .., ----, ----, 
0:18.89, 0, 0.000, 0.000, .., ----, ----, 
0:19.89, 0, 0.000, 0.000, .., ----, ----, 
0:20.89, 0, 0.000, 0.000, .., ----, ----, 
0:21.89, 0, 0.000, 0.000, .., ----, ----, 
0:22.89, 0, 0.000, 0.000, .., ----, ----, 
0:23.90, 0, 0.000, 0.000, .., ----, ----, 
0:24.90, 0, 0.000, 0.000, .., ----, ----, 
0:25.90, 0, 0.000, 0.000, .., ----, ----, 
0:26.90, 0, 0.000, 0.000, .., ----, ----, 
0:28.06, 0, 0.000, 0.000, .., ----, ----, 
0:28.92, 0, 0.000, 0.000, .., ----, ----, 
0:29.91, 0, 0.000, 0.000, .., ----, ----, 
0:30.91, 0, 0.000, 0.000, .., ----, ----, 
0:31.91, 0, 0.000, 0.000, .., ----, ----, 
0:32.90, 0, 0.000, 0.000, .., ----, ----, 
0:33.92, 0, 0.000, 0.000, .., ----, ----, 
0:34.92, 0, 0.000, 0.000, .., ----, ----, 
0:35.92, 0, 0.000, 0.000, .., ----, ----, 
0:36.92, 0, 0.000, 0.000, .., ----, ----, 
0:37.92, 0, 0.000, 0.000, .., ----, ----, 
